Sentence,Sentiment
ye idk F35s airframe would flame like tbh,2
What guys think & # 39 ; make box office ! < br > < br > My guess < br > < br > Opening day would depend 3rd possibly final trailer : $ 160 million $ 230 million < br > Opening weekend would also depend thing : $ 244 million $ 377 million < br > ending box office definitely depend thing : $ 1.060 billion $ 1.6 billion,2
I loved part black adam said & quot ; black adamin time & quot ;,2
cool charlie predicted lines,2
This looks really badass. < br > Having Pierce Brosnan AMAZING .,2
WELL HE DOES,2
I love marvel DC look really good & # 39 ; wait see,2
Cgi Got Better Than Marvel & # 39 ;,2
movie coming it39s like i39m tired waiting 🤔😃🤣,2
This going awesome,2
Please help watch full movie YouTube,2
highkey wished would ’ accent adam derive bit away instead feels like rock playing movie lol,2
rock even black 🤣,2
Wow really hope black Adam cause looks good really hope change everything warner bros much money use uncancel batgirl movie come theater & # 39 ; lead next movies,2
romanian folk music 😍 yessss 🥳🥳,2
see aldis hodge br💜🔥,2
"Just things , & # 39 ; agree : < br > < br > Tired Rock & # 39 ; movies , also tired The Rock . Have fond memories watching wrestling growing , watching The Rundown , Walking Tall , Scorpion King theaters like 11 .. enough. < br > < br > Looks awful , looks woke , & # 39 ; look awful & # 39 ; wokeness , looks unintriguing , feels like something I & # 39 ; seen hundred times many different films. < br > < br > I familiar understanding & quot ; Black Adam , & quot ; sounds kinda racially charged . To someone like kind sounds like & # 39 ; religious connotation name , I would find disrespectful original tale dismissive superhero character & # 39 ; actor . This probably case , casual passerby like may think upon first glimpse. < br > < br > That & # 39 ; , thanks time .",2
’ nice movie actor,2
adem means basicly dark brown arabic rock39s type black adding black it39s like saying black black 🤷🤷🤷,2
Dc marvel taking turns bro seriously,2
’ wan na see hero like venom wan na see take path villain become good foe shazam,2
"DC Live action handled DC Animation Division beginning . < br > Batman Animated Series , Superman Animated Series , Justice League Animated Series , Justice Unlimited . Justice League Apocalypse War , Superman Batman Public Enemies , Wonderwoman 2009 . Suicide Squad Assault Arkham list goes . The best ever created history mankind . When non-comic directors write stories get trash results < br > style substance . DC Animation Comic Book division take care story telling . Just like Harry Potter , J.K. Rowling write story directors shut must shut mouth direct find another director get job done . We living 2022 technology era , easy . No technical excuses .",2
"I really liked part gave white friend N word pass . Not gon na like Adam pretty weird name black dude , tho .",2
Fun fact . The rock actually flying actually punched wing jet,2
I & # 39 ; DEFINITELY watching,2
black adam playing rock😃,2
thank goodness choose rock choose john cina never know whos black adam🤣🤣,2
"Alright , years lets Shazam team Black Adam one movie ! God going awesome .",2
I really hoping Egyptian accent ight,2
can39t wait new raised eyebrow scene 🤣,2
another fkin movie full CGI ? lazy become DC .... man steel made 2013 graphics good,2
The Rock Pierce Brosnan . What perfect combination .,2
i39m excited 🤩🤩,2
I hope & # 39 ; actually villainous movie misunderstood hero black Adam straight brutal,2
DC gon na start making better movies Marvel,2
Please release BatGirl !,2
"Was atom shoehorned , success antman , without giving atom standalone movie ?",2
funny everyone worried state dceu rock gets involved brbrbecause let ’ face dceu absolutely rocking ’ it…🙄,2
You know gon na great put much effort trailer black lines four sides .,2
Those windows rollings get everytime haha,2
My fav part black adam said : & quot ; get rocked & quot ; . Truly one scenes time,2
romanian song 😁,2
"Glad see Rock get play role thats different once. < br > < br > You bet wont much trademark big smile one ... even fast movies , nice guy things considered , yeah . Im The evil Rock",2
Black Adam favorute DC character . I like & quot ; ancient ways & quot ; thinking . Can & # 39 ; wait movie !,2
"If I & # 39 ; like , I ok say I & # 39 ; like would make prejudice ? I honestly & # 39 ; know I & # 39 ; allowed think .",2
Vip,2
trailers look ’ like bot making,2
Finally something better shazam,2
I love Rock ! !,2
~Nice,2
I & # 39 ; like see go superman films,2
wonder ful trailer🥳🥳🥳🥳🥳🥳,2
The trailer amazing,2
rock biden loving pos . paid actor biden ..,2
Dc wayyyyy better making self contained movies directors unleash style . They give DCEU simply good single movies,2
Shazam Captain Marvel .... ( If want story right ) ; & # 39 ; .,2
Looks like rock finally beginning learn act memorizing dialogues repeating,2
I curious credit Romanian folklore music using,2
dr fate looking cool🥵🥵🥵🥵,2
I Adam : ),2
Superman & # 39 ; like ... flying,2
He looks like Shazam,2
"One FEW instances actor physically looks jacked role hes given , expresses wants play role , fans want play role ... rarity .",2
Please come movie I viewed,2
done ☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,2
prosbrbraction seemingly par mosbrcool costumes especially hawkmanbrpierce brosnanbrdecent vfxbrbrconsbrthe rock seems playing againbraside costume doesn39t even look like black adam br stupid unfunny jokes hrefhttpswwwyoutubecomwatchvx0topbuyasiampt102142a yes roll window 🤣as that39s going keep,2
This super hero actually looks part . And looks 101 % Black Adam,2
"Seeing Morb Vibes Adam vibes , wow , time alive !",2
Fun fact : < br > If watch scene Black Adam catches rocket 0.25x speed . You movement car catching rocket . A nice little touch make actually look like & # 39 ; fast & # 39 ; seem like teleportation .,2
theres way good💀,2
"Wow & # 39 ; pretty amazing , Dwayne rock Johnson playing black Adam year .",2
’ dc lightning bolts flash shazam black adam… shazam ’ new trailer even jokes 😂,2
This like morbius levels generic lmao takes way seriously,2
The rock horrible actor movie looks like bigger joke Morbius,2
Too bad Dwayne Would nice better actor .,2
dc needed rock revive movie seems biggest blockbuster year india loves rock best people ’ champ…,2
someone tell mewhich one stronger superman new black adam character😂,2
I hoping Black Adam full set black hair like Injustice 2 DC Comics series .,2
dc made marvel see whole lotta marvel .... * < b > cough * < /b > antman,2
"& quot ; Heroes & # 39 ; kill people. & quot ; & quot ; Well I ! & quot ; < br > Ah finally ! A hero & # 39 ; villain , plain honest . It & # 39 ; nice change tbh",2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=81 '' > 1:21 < /a > Nice quote Mazinger,2
idk bp2 might need help,2
"I & # 39 ; loving fact & # 39 ; getting non mainstream characters one . We & # 39 ; seen Batman , Superman , Wonder Woman usual big villains movies . With DC using Shazam , opened whole new part universe casual dedicated fans DC . Atom Smasher ? Cyclone ? DOCTOR FATE ? ? Who would & # 39 ; thought & # 39 ; alive witness legendary characters .",2
hrefhttpwwwyoutubecomresultssearchquery23goddidgoddida 💜💙❤,2
Nice,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=118 '' > 1:58 < /a > That & # 39 ; strongest glass whole world,2
lot love osoianu sisters amazing vocals ❤❤❤,2
💜❤️ dc hope black adam39s movie becomes dc39s newest 1 billion,2
"Top 6 WB Live Action Directors Executives pull 100 years , achievement DC Animation Team < br > < br > 1 . Batman taking watchtower saying Flash Martian Manhunter . < br > & quot ; Gentlemen honor & quot ; crashing Thanagerians Science Experiement < br > Superman saving Batman watchtower crashes blowsup . < br > < br > 2 . Batman taking taking nuke meant Superman Superman fights Doomsday < br > < br > 3 . Superman talking Darksied . I live world made cardboard always taking < br > care hurt someone , take . Cant bigman . What rare < br > opportunity cut ends loose see powerful I . < br > < br > 4 . I Diana Themyscira , daughter Hipolita . I wont denied < br > < br > 5 . In brightest day , blackest night , evil shall escape sight . Let worship evil & # 39 ; might , beware power , Green Lantern & # 39 ; light . < br > < br > 6 . Darksied fighting Trigon along side Justice League Justice League Dark .",2
DC trying significant . : -D,2
It feels better Rock plays villain .,2
The Rock smart person choosing works far I love films Let & # 39 ; see masterpiece,2
Imagine black Adam vs peacemaker,2
Vfx story line far better marvel nowdays,2
rock dont need powers shazaam shazaam needs powers rock 😎,2
I really like part Black Adam auditioned Megadeth got gig drummer .,2
If Dwayne & # 39 ; propel DC beyond Marvel one,2
hawk man hope dc success lower profile characters ’ dope see blue beetle raven etc,2
fun fact doesn39t need muscle suit 😂😂😂,2
This could best thing The Rock ever made . Can & # 39 ; wait .,2
"This Shazam pretty much thing holding DCEU point . For sake I hope succeeds , else got point ?",2
I hope start DCU taking woke WMCU,2
I big fan The Rock I waiting black Adam excitedly,2
Now time DC crush . Marvel putting really mediocre movies . I multiverse fatigue .,2
come dc movies trailers super duper music 🙄🙄,2
This looks fun I hope & # 39 ; future lead DC & # 39 ; extended universe . I & # 39 ; want antihero charge . I want real hero . Not someone says kills people trailer .,2
rock gon na change face dc😇😇😇 true,2
"I felt said , & quot ; & # 39 ; cooking time. & quot ; Truly scene movie",2
"So , gon na see Black Adam impale children fists like comics ?",2
"Nice , another movie Dwayne Johnson plays Dwayne Johnson . Pass",2
🖤⚡🖤⚡🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2
I like DC seems discretely building cast Justice Society movie. < br > < br > But anyone else surprised disappointed Dwayne Johnson & # 39 ; re-adopt classic hairstyle ? It & # 39 ; almost < b > identical < /b > Black Adam & # 39 ; s. < br > And & # 39 ; serious Captain Marvel fan & # 39 ; wanted play Black Adam ... I doubt would & # 39 ; minded .,2
met bae 😅😍,2
A DC movie looks like Marvel movie . Count,2
I AM FAN OF THE ROCK ! ! !,2
Doctor Fate gon na Be Black Adam movie I pretty liked theme music DC Need show The true power doctor fate Doctor strange fan boys say doctor strange beat Fate know fate < br > I excited The movie,2
Black Adam trailer 1 month views 22m black Panther teaser day 22 power marvel,2
Rock best flying look & # 39 ; seen Super Hero Movie,2
God I wish Doctor Fate movie instead & quot ; Rock Movie # 32 & quot ; .,2
Pierce Brosnan fully completed transformation ready replace Colonel Sanders,2
oh god ’ excited movie,2
loved ❤️,2
anyone fan Henry & # 39 ; Superman ?,2
I hoping see Black Adam vs Henry & # 39 ; Superman post credit scene movie .,2
Genuinely excited movie . The dedication Rock charachter surely pay . So excited Doctor Fate Hawkman ( As always turned glorious punching bag ),2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=78 '' > 1:18 < /a > remind ironman 1 look pretty cool love !,2
one DC movies liked . along Aquaman Man Steel .,2
I & # 39 ; proud Transylvania soundtrack,2
Well really dc like trailer song,2
Another parody rock playing rock .,2
scorpio rock attached body😔,2
Awesome awesome awesome awesome awesome another DC super hot super hero . I & # 39 ; comic books fan child hood,2
The atom way sick,2
Genial,2
The complexity Black Adam confusion gon na hero villain . But Envy root evil . What I know wants get Shazam Champion much powerful . The advantage fighting Kid still doesnt know biggest potential powerful Shazam . < br > < br > So excited see Shazam Vs Black Adam < br > < br > Shazam Superman Vs Black Adam < br > < br > < br > DC fan,2
quotif smellllllllll39br🤣😂,2
“ electrifying ” man sports entertainment,2
Lets honest every dc hero alot better marvel copy dc . Like dr fate alot strong n better doctor strange,2
Why trailer look like amalgamation scenes previous comic book movies ?,2
"Finally , DC learning past mistakes . Looks good !",2
And like I went Marvel DC,2
Gave chill . No lame mcu style jokes hopefully . Hyped !,2
background music klling awesome catchy ear really bad a🔥😈✨☠️,2
Im also excited DR FATE,2
This PERFECT ROLE Dwayne Johnson,2
So ending post credit show us future Shazam stands movies .,2
I love guys gets thrown funny,2
"Better Hawkman , Ant Dude , Spider Guy , Dark Tiger rest together ! < br > < br > I bet Hawkman & # 39 ; catch rockets hands .",2
Super Psyched,2
Rock playing black adam : < br > Its drive power stay hungry devour .,2
superman take black adam power friendship flashback memories easily 😳,2
"DC really improving films significantly past years . Wonder Woman , Shazam , Joker , Birds Prey , The Suicide Squad , Snyder & # 39 ; Justice League , The Batman winners . This looks like & # 39 ; another film proud list .",2
bblackb adamno wonder even start absentee father couldn39t protect child capable cool quotgangstaquot moves give break👎,2
Marvel dc really said lets take anti heros rest bring live actions,2
definitely watching 👍,2
The Rock looks kinda weird superhero . But I hope movie & # 39 ; great,2
"Dwayne johnson seems like weird choice . The thing Black Adam looks lot like original Shazam , angry . And Zacheri levi Dwayne johnson dont look much alike .",2
Based true story,2
This looks like meme flying funny .,2
"Black Adam looks cool , im interested seeing dr fate going display superpowers",2
Good stuff .,2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt18018a music ❤❤❤ brits lovely music ever heard superhero movie,2
"Honestly , I hope Rock & # 39 ; playing old comedy every movie . He & # 39 ; literally matter character plays . It & # 39 ; getting tiresome . He & # 39 ; super actor , ... well . < br > Take Christoph Walz , example . He play good guys , comedic guys , villainous guys , fully believable necessary personality charisma . < br > Rock nice acts past well . Faster , example , & # 39 ; villain , I think could . But 90 % movies old .",2
& # 39 ; even black & # 39 ; suppose hero people blind truth,2
brosnan 👌,2
love hawkman bought many hawkman comics wish still glad see james bond joining super hero family👍👍,2
I think rock good choice sinster energy,2
I like teleportation legit cut frame add back next frame,2
movie looks awesome,2
’ god ’ happening everybody calm,2
people comments already hating movie ’ even lmao,2
’ cool got marvels hawkeye black panther ant man doctor strange falcon trailer,2
Some little kinda humor comedy ruined movie & # 39 ; sure cause character dark serious plz & # 39 ; make feel like second josstice league,2
rock 2002 scorpion king brthe rock 2022 black adambrbrmy superhero ❤️bra hrefhttpwwwyoutubecomresultssearchquery23dwaynejhonsondwaynejhonsona 😍,2
I hope Superman cameo I hope Shazam end credits,2
best person job honestly lol,2
Oh look ! Another cringe movie ever popular & quot ; Definite Cringe Comics ! & quot ; < br > I & # 39 ; wait overwhelmingly disappointed The Rock playing The Rock another big budget movie much CGI corny joke humor !,2
eagerly waiting 🥺,2
This feels like start black lightning legacy black Adam .. black lightning . The lightning bolt symbol .. I see ex,2
Surorile Osoianu soundtrack ! ! GG Romania,2
Looks like mixture superheros movies ! !,2
Black Adam vs. Peacemaker Wrestlemania !,2
It looks amazing .,2
"So Super excited film ! ! ! I & # 39 ; Black Adam , Doctor Fate The JSA",2
"A Black Adam film without Superman , like Venom film without Spider-Man . It & # 39 ; useless garbage ; origin story without origin .",2
Black Adam needs middle eastern accent . Or Ancient Egyptian accent least . Johnson sounds stpid role American accent . Like watching Harrison Ford portray every film .,2
Got ta love Surorile Osoianu voices track,2
Marvel already dead . DC always make better movies .,2
Down fall marvel started,2
Now DC real movie < br > Not joke pegi 7+,2
Would love watch Black Adam VS Shazam & amp ; Superman ....,2
"Since JSA , I hope Power Girl makes appearance debut .",2
Oh I forgot say I see reason Black Adam turned evil means another child save suffering. < br > Make sure put little aftermath meeting Shazam make movie please .,2
😎,2
The opening trailer made think black panther Wakanda Forevor trailer like ship beginning trailer looks like black Panthers ship,2
’ scorpion king setting rock anti hero completely going character actual,2
Its trailer better Thor Love & amp ; Thunder & # 39 ; trailer,2
How many God level Hero make ? < br > DC : Yes .,2
This definitely looks better garbage clown movies studios producing name superhero movies .,2
looks like shazam combined wizard rock version 👀,2
background music 🔥🔥🔥🔥brhope best dceu creation ever,2
looking forward black adam ripping supermans head clean off👍👍,2
Damn really revealed faith atom hawkman film thats really cool,2
’ glad atom smasher even second,2
suit look like black shazam tho,2
I . Can . Not . WAIT ! ! ! ! ! IT LOOKS AMAZING ! ! ! ! !,2
’ excited 😊,2
"Dear Warner Bros please make Minecraft Movie fully ANIMATED , star Steve Alex Original Story . Thanks .",2
yeah pierce bronson man every decade ps pdawg1693 want help moving expenses 😅 😊,2
"Thor clown movie made clown director honestly traumatised , really hope theres single joke movie . Goodness want puke thinking back watching straight hot garbage .",2
widow ’ peak looks like ’ rock cape,2
DC serious chess move box office glory already solidified,2
absolutely < > ________ < /i > feeling movie,2
amazing 😊brrock like i39m black superman,2
This movie really good,2
"How come every movie fighter jets intercept something/someone , always close . Not real intercept would go . And punch slightest thing happens plane .",2
I wish bad Thor love Thunder,2
Haha love said ..... well I,2
"Black Adam like Homelander , killing people whatever want",2
"I realised , Pierce Brosnan would better Dr Strange",2
All foreign friends I would like suggest u one movie named brahmastra global slate Disney year ... U kindly watch movie & # 39 ; going blockbuster people giving love trailer ..... Surely u love movie movie also created one universe like dc marvel ... The Astraverse,2
This going amazing . Just look way putting characters grids .,2
Very excited,2
can39t wait 🥰,2
inspite marvel fan excited see dr fate justice society america action 💀💯🔥,2
shatt tttam forever human eden paradise always living 🕊️ peace forever wondersworlds museum ttvchanel biblettdnangelttstt every religions holy book positive normal tts reborn god tt ttt,2
The legend rock gon na best role yet,2
hopefully dc ’ let flop… dc phucken lately…,2
feel like & # 39 ; getting hope DC right feels like something big come,2
melodic part quotlalalala la laquot background romanian folklore know hrefuckszu2wh9gy1mb0dv11ujg8gf1xpzk8jk8gsdri2wcwa even wb acknowledge beautiful traditions😉,2
movie shatter box office like rock 😀,2
Dwayne Johnson right guy play Black Adam,2
challenge make challenge winning bonanza movie,2
rock legend movie too😊😆,2
rock inspiration project rock ufc exclusive shoe39s review channel 👊 can39t wait movie ⚡️⚡️⚡️⚡️⚡️,2
another good movie critics spit 😂,2
would surely beat thor love thunder 😎😎,2
This one gon na better Thor 4,2
I & # 39 ; going watch free ... always .,2
ever make black superhero without “ black ” hero name,2
"Niceee fresh anti hero fck justice hahaha , good",2
"This look could best DC movie ever , I & # 39 ; wait watch , & # 39 ; soft like dc characters",2
I love fast moves . The flash labeled fastest man alive Shazam Black Adam faster flash . They & # 39 ; finally starting show true power .,2
wow,2
feel like Shazam ? Lol,2
I wish shazam,2
cool see rock role one main issue already massive stars like rock john cena dceu massively popular ’ gon na known movies ’ dedicate much robert jr marvel stars mostly became famous mcu priority always saw hero ’ meanwhile rock cena always see mega stars everywhere ’ hard see one specific role,2
love black adam dwayne johnson good great antisupervillain take shazam ’ archenemy exactly,2
"Aw man , original teaser trailer made look like would great . This official trailer makes seem like & # 39 ; great .",2
must premier day wedding 🥺 guess know ’ bachelorette party 😂😂😂,2
imo DC sucks looks promising,2
truth many excited dr fate black adam🤐🤐🤐🤐,2
"You sure black adam ? < br > Because nothing like comics , nothing !",2
"This looks pretty darn generic , maybe & # 39 ; original I give credit . I hope DC & # 39 ; sake .",2
cool,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=100 '' > 1:40 < /a > < href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=113 '' > 1:53 < /a > LMFAO,2
They movie justice society,2
Can ever see DC MARVEL face face action. ? . ? . ?,2
This best movie going,2
hurry see 👂ears black adam39s wasn39t like animation comics tell need make edit hurry release,2
black adam😅,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=67 '' > 1:07 < /a > I think thats would happen actually hit rock baton lol,2
This might best superhuman movie superman,2
"Great trailer . Except overused rap soundtrack , hopefully taken final cut .",2
Excellent ! Dr . Fate Hawkman. < br > < br > Dr . Fate origin movie next !,2
black adam look like guy fortnite,2
Make black Adam ear like comics use cgi best details,2
I gon na love movie vote rock ... smell whats cookin,2
"This movie looks like copied scenes Black panther , Guardians Galaxy , incredible hulk movies . DC trying anything compete Marvel plus rock character every movie",2
One way save Zack Snyder Universe give love please,2
Nice,2
finally rock hero 😈😎💰,2
"& # 39 ; fantastic , top , artist The Rock - Dwayne way better fast furious , frills arrogance",2
rock jus ruined black adam movie trailer sucks big time 😆🤣😂,2
I hope WB & # 39 ; fck like Justice League .,2
Marvel characters copied DC cartoonist,2
Similar look like Shazam,2
If Warner Bros would make DCEU universe better famous equal likely famous MCU,2
amazing rock🤩🤩🤩,2
"At first , I thought Marvel trailer Apocalypse",2
time around quality good unlike batman amp zack synder39s justice league movie looks like made old testament 😂,2
black super man ?,2
... make think Ryan Reynolds playing Deadpool ... < br > < br > ... Wolverine : Origins ...,2
hate mcu amp dcbrthey provide best action adventure moviesbrour duty watch amp enjoy 🤓,2
"I hope DC concentrate Darker Superhero movies , leave goofy , comedic superhero movies Marvel. < br > < br > I really like Snyder & # 39 ; take Superman , BvS Justice League . already Keanu & # 39 ; Constantine , could work insert DCEU .",2
The Rock starring Black Adam .. < br > All Fresh erything ...,2
movie ❤️❤️❤️😍,2
wish movie super flop 🤤brmission impossible 7 rules world theatre 👍,2
"This looks really cool , Black Adam better villain . My first Super hero villain Captain Marvel Black Adam . I & # 39 ; like DC made Captain Marvel joke superman main boy , shelved years brought back , well ever now. < br > < br > Black Adam better ruthless savage villain evil , greedy power hungry , & # 39 ; probably going antivillain route . I mean son dying make sympathetic . I swear comics killed son nephew power .",2
looks really badass brfinally ’ wait see dwayne outside fast movies something worldly brhe born play role ’ excited see sarah shahi long,2
Why black character played white person ? Rock aint black . We aint stupit,2
looks good snyder director39s uncut redux part deux wb currently developing spacey miller heard johnson dude marvel light years ahead dc can39t cast worth 💩 blow harder liveaction cats 👎,2
black adam bad saw 1 video figthing vs chasam dc comic good men help whit question 😂👍,2
"I kinda wish used little CGI character . Black Adam perpetually looks 26 ( man & # 39 ; physical prime ) power preventing aging , youthful handsomeness goes better personality character . < br > < br > Given rock & # 39 ; appearance ( dont get wrong looks great .. still older ) I feel disconnect black Adam & # 39 ; arrogance , portrayed face & # 39 ; clearly 40 & # 39 ; s. < br > < br > Like looks like reserved . If I saw guy age acting like ... I & # 39 ; feel confused .",2
"Another superhero brought superhero movie . His power watch , watch much stronger . And middle clock superheroes . He super powers like Superman , Batman , Shazam etc . He able change fight time time . He weakness ...",2
rock give gift birthday birthday 21st october ❤️🥳🥳🥳,2
song it39s called quotpurtata fetelor de la capalnaquot like lalalalaaa song💙💛❤️,2
’ giving shazam,2
op ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2
Doctor Fate : Justice Is Blind Not Heartless,2
"Idk & # 39 ; giving Thor , superman , Batman everything ... even vision , like one size fits",2
I & # 39 ; know Warner Bros made Black Adam look like generic superhero movie ; found way .,2
I surprised Moldavian song trailer ) < br > < br > & quot ; surorile osoianu & quot ;,2
Sri lanka needs help . Situation way worse . Just send us Fuel chemical fertilizers . By way This country needs Hero even & # 39 ; Dwayne Johnson & # 39 ; Black Adam . < br > < br > < br > < br > I know think Russia war worse . But & # 39 ; dying people sri lanka . Just Help country .,2
"The first 10 minutes Man Steel showed direction DC going , ... still trying copy catch Marvel mass producing superhero movies ... < br > But age superhero movies ( 2010-2020 ) . It great , made huge bang , damn , really boring .... want darkstyle scifi shown man steel .",2
dr fate & # 39 ; powers probably better dr strange,2
I really love part black adam said & # 39 ; adaming time adams guy sky,2
"This movie almost feels like little late , like every superhero film & # 39 ; already seen , time & quot ; It Rock ! & quot ;",2
We need introduction certain John Constantine story,2
This impressive,2
"got ta say , looks like stole Aquaman & # 39 ; outfit",2
’ longshot ’ fan vandal savage ’ least like see appearance future dc film,2
Marvel best,2
"Will Captain Marvel ( ok , Shazam ) appearances ?",2
Wow,2
215 million views 380k likes yikes 😥,2
wow rock really want watch film,2
Very good,2
reborn god 🔥 😈brkneel befor 1,2
"There therefore condemnation Christ Jesus , walk flesh , Spirit . ( Romans 8:1 ) < br > - Repent . Jesus , Lord Judgment , coming soon .",2
everyone watching rock ’ watching sarah shahi ’ big screen debut🔥😍,2
already saw black panther 🤣 🤣 nah fr love dj amp wasn39t seeing trailer i39d like nah rip black panther completely jumbled movie universe,2
Was Black Vulcan aka Black lightening ? . Also Hawkman . If h Hawkman wife powers . I forgot guys name helmet . But I know & # 39 ; Powerful . Dr Fate I think ? . Should AWSOME !,2
"Remember Rock publicly endorsed Biden Harris 2020 ? Yeah , guy & # 39 ; give sh ! tt America . He . Boycott Rock .",2
This movie giving South Indian vibes .,2
"I & # 39 ; really happy direction DC going live-action movies shows , makes hopeful idea giving heroes villains & # 39 ; ( previously done badly ) chance introduced non-comic fans",2
really really hope movie succeed,2
’ least attempt accent black adam ancient times stuck origin story apparently american accent 😑 alone bugging already mention ’ seem trying act part black adam ’ ’ awesome black adam character rock rock ’ work,2
It would fun see Bizarro Solomon Grundy movie next .,2
That song though ... Capalna Girls ( ancient romanian song ) . I & # 39 ; proud : ),2
Doctor Fate looks like Mystic Force Power Ranger,2
god movie already awesome ♥️♥️♥️♥️♥️♥️,2
💥💥i youtuber💥💥br😁😁mera world channel hai🙃🙃👉👉mera channel sa ap ki help ho sakti hai👈👈👈,2
reminds & quot ; BLACK FALCON & quot ; xD,2
best Warner Bros,2
looks pretty awesome hope it39s like trailers 🤩🤩🤩,2
romanian sisters osoianu featured soundtrackso proud ❤️ 🥰🥰🥰,2
Black Adam ruthless white villain Hawk amazin white hero likes Women .,2
To honest,2
"If turns great hopefully inspires rest DC make movies focused around villains , like A Deathstroke movie , Vandal Savage , Gorilla Grodd , etc .",2
🥳✨i youtuber🎈🎈🎇 brmera🎉 funny cannel hai🎄🎁br🥰 mere channel aapko ek help korega benodon lagrga🥰🥰🎊brbr🧨🧨nice video 🧨🧨🎈✨,2
🥳✨i youtuber🎈🎈🎇 brmera🎉 funny cannel hai🎄🎁br🥰 mere channel aapko ek help korega benodon lagrga🥰🥰🎊brbr🧨🧨nice video 🧨🧨🎈✨,2
"GOD Loved enough send His Son JESUS believe Him baptized THE NAME OF THE FATHER , THE SON THE HOLY SPIRIT turn sins",2
marvel fan seeing trailer prediction black adam could big hit,2
"Loved character , loved actor",2
’ black adam ’ revisionist fan fiction dc comic books black adam one powerful supervillains universe ’ antivillain living avenge son shown trailer comics murdered family even children gain power fan dc comic books said done cares power accept fact wb making movies “ normies ” consumer fans dceu,2
vulnerability criticism twitter ’ excited turncoat play badass takes nonsenseexcept twitter babies point old comments 10 plus years ago crumbles floor apologises wonder john cena replace sequels,2
movie going released 2022 october year year 2023 october ahhh l ’ wait watch,2
hollywood usual story save world😂😜,2
yes ’ coming,2
I bet & # 39 ; savior world ! Call feeling .,2
I never expected Brosnan Dr Fate dam could good,2
Awesome fantastic,2
"Yeah , I & # 39 ; pass .",2
People think good know nothing comics . Rock overrated actor script looks like trash .,2
diversity superman 😂,2
"The biggest mistake , one movie lot heroes debut . Doesn & # 39 ; focus major character movie . This Black Adam movie , justice league 2.0 movie .",2
would cool see😃,2
"slave times , nutrients , etc build body like .",2
"And head body , church : beginning , firstborn dead ; things might preeminence . For pleased Father fulness dwell ; And , made peace blood cross , reconcile things unto ; , I say , whether things earth , things heaven . And , sometime alienated enemies mind wicked works , yet hath reconciled In body flesh death , present holy unblameable unreproveable sight : If ye continue faith grounded settled , moved away hope gospel , ye heard , preached every creature heaven ; whereof I Paul made minister ; ( Colossians 1:18-23 ) < br > - Repent . The LORD Jesus coming soon .",2
"The rock , reborn God < br > The Rock bald= bald eagle < br > Destroyer savior < br > Catch rocket=Loki catch arrow < br > Loki horns < br > Dev .... < br > Loki god honesty < br > Holy Spir ..... < br > Abraxas ? < br > ............................... < br > Xerxes bald < br > Artemesia u god king < br > Revealation : < br > Satan loosed ....... Like grains sand lol",2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
Replace Ezra Miller Grant Gustin DC movies ! ! ! < href= '' http : //www.youtube.com/results ? search_query= % 23grantgustinindcmovies '' > # GrantGustinInDCMovies < /a >,2
The Rock Goku bro movie called Black Goku love next dbz & # 39 ; ask needed,2
great trailer rock star hope next one focus justice society especially doctor fate 🙏,2
Black Adam like version Shazam,2
soundtrack ❤,2
🔥🔥 youtube 🔥🔥 🤩👉 youtube mera tech channel hai 🤠👉 mere channel se aapka heip ho sakata hai 🔥❣🔥❣ nice vldeo 🔥❣🔥❣🔥,2
